,Forward FFT,Forward FFT_iterations,Hadamard,Hadamard_iterations,Inverse FFT,Inverse FFT_iterations,Allocation,Allocation_iterations,Plan,Plan_iterations,hadamard_threads_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
3,16257,10000,2788,53715,14095,10000,191603,1,5368945,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
4,16258,10000,2788,53780,14086,10000,184177,1,5247159,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
5,16262,10000,2788,53770,14095,10000,182162,1,4791412,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
6,16266,10000,2790,53707,14086,10000,185565,1,4603169,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
7,16263,10000,2790,53707,14098,10000,185088,1,4224920,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
8,16257,10000,2789,53740,14086,10000,185601,1,4293475,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
9,16261,10000,2788,53738,14093,10000,346956,1,5514835,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
10,16259,10000,2788,53723,14071,10000,181821,1,4821920,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
11,16262,10000,2791,53733,14102,10000,182630,1,5076568,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
12,16258,10000,2790,53723,14082,10000,202937,1,4851714,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
13,16260,10000,2790,53750,14080,10000,182726,1,5400545,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
14,16261,10000,2791,53815,14085,10000,182188,1,4280348,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
15,16258,10000,2788,53738,14092,10000,343219,1,5237482,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
16,16260,10000,2790,53786,14081,10000,182490,1,4454900,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
17,16264,10000,2789,53780,14099,10000,389484,1,5783411,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
18,16259,10000,2791,53758,14081,10000,396197,1,5545030,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
19,16264,10000,2790,53725,14087,10000,187881,1,5643573,1,256,fft,,256_256_1_1,131072,256,256,65536,1,1,1x1,one_to_one
