,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,2983,502673,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,2983,502692,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,2983,502692,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,2983,502709,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,2983,502709,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,2983,502709,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,2983,502727,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,2983,502692,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,2983,502679,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,2983,502693,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,2828,530383,4,1,4,1,triangle,multimat-both-work-distribution,4_1_4_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
