,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,47766,31404,8,1,4,1,multimat-right-multirow-both,8_4_1_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,41774,35907,8,1,4,2,multimat-right-multirow-both,8_4_1_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,41050,36539,8,1,4,4,multimat-right-multirow-both,8_4_1_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,57249,26202,8,2,4,1,multimat-right-multirow-both,8_4_2_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,47380,31658,8,2,4,2,multimat-right-multirow-both,8_4_2_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,45563,32922,8,2,4,4,multimat-right-multirow-both,8_4_2_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,70184,21372,8,4,4,1,multimat-right-multirow-both,8_4_4_1,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,72119,20799,8,4,4,2,multimat-right-multirow-both,8_4_4_2,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,50305,29819,8,4,4,4,multimat-right-multirow-both,8_4_4_4,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,17126,87577,4,1,1,1,multimat-right-multirow-both,4_1_1_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14931,100477,4,1,1,2,multimat-right-multirow-both,4_1_1_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,25764,58208,8,2,2,4,multimat-right-multirow-both,8_2_2_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,14724,101833,4,1,1,4,multimat-right-multirow-both,4_1_1_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,20807,72101,4,2,1,1,multimat-right-multirow-both,4_1_2_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,15636,95970,4,2,1,2,multimat-right-multirow-both,4_1_2_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,18291,82003,4,2,1,4,multimat-right-multirow-both,4_1_2_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,21767,68891,4,4,1,1,multimat-right-multirow-both,4_1_4_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,21769,68884,4,4,1,2,multimat-right-multirow-both,4_1_4_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,20010,74917,4,4,1,4,multimat-right-multirow-both,4_1_4_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
